A	B	DA	DB	R	ID	PA	PB
12	20	0	60	0	155	1	1
12	20	0	30	0	155	1	1
8	20	0	30	1	155	1	1
7	20	0	30	1	155	1	1
10	20	0	30	1	155	1	1
10	20	0	60	0	155	1	1
9	20	0	60	1	155	1	1
11	20	0	60	0	155	1	1
9	20	0	30	1	155	1	1
8	20	0	60	1	155	1	1
13	20	0	30	1	155	1	1
13	20	0	60	0	155	1	1
9	20	0	60	1	156	1	1
9	20	0	180	0	156	1	1
11	20	0	60	0	156	1	1
14	20	0	21	0	156	1	1
12	20	0	14	0	156	1	1
19	20	0	21	0	156	1	1
19	20	0	14	0	156	1	1
13	20	0	4	0	156	1	1
19	20	0	7	0	156	1	1
12	20	0	2	1	156	1	1
18	20	0	21	0	156	1	1
9	20	0	2	1	156	1	1
17	20	0	21	0	156	1	1
10	20	0	4	1	156	1	1
11	20	0	7	1	156	1	1
4	20	0	4	0	156	1	1
19	20	0	30	0	156	1	1
4	20	0	2	1	156	1	1
3	20	0	2	0	156	1	1
19	20	0	21	0	156	1	1
19	20	0	14	0	156	1	1
6	20	0	2	1	156	1	1
5	20	0	2	1	156	1	1
7	20	0	3	1	156	1	1
9	20	0	5	1	156	1	1
9	20	0	6	1	156	1	1
8	20	0	7	1	156	1	1
9	20	0	14	1	156	1	1
7	20	0	7	0	156	1	1
1	20	0	4	1	156	1	1
9	20	0	7	0	156	1	1
19	20	0	21	0	156	1	1
6	20	0	5	1	156	1	1
10	20	0	7	1	156	1	1
11	20	0	7	1	156	1	1
8	20	0	14	1	156	1	1
5	10	0	60	1	157	1	1
4	10	0	365	1	157	1	1
6	10	0	365	1	157	1	1
8	10	0	365	1	157	1	1
1	10	0	365	1	157	1	1
2	10	0	365	1	157	1	1
5	10	0	365	1	157	1	1
3	10	0	365	1	157	1	1
7	10	0	365	1	157	1	1
1	10	0	180	1	157	1	1
9	10	0	365	0	157	1	1
2	10	0	180	1	157	1	1
3	10	0	180	1	157	1	1
9	10	0	180	0	157	1	1
6	10	0	365	1	157	1	1
8	10	0	365	0	157	1	1
7	10	0	30	1	157	1	1
7	10	0	21	1	157	1	1
7	10	0	14	1	157	1	1
5	10	0	365	1	157	1	1
7	10	0	365	1	157	1	1
7	10	0	0.0416666666666667	1	157	1	1
9	10	0	365	0	157	1	1
7	10	0	0.0833333333333333	1	157	1	1
8	10	0	180	1	157	1	1
9	10	0	180	0	157	1	1
6	10	0	365	1	157	1	1
8	10	0	365	0	157	1	1
7	10	0	180	1	157	1	1
9	10	0	90	0	157	1	1
8	10	0	0.0416666666666667	1	157	1	1
5	10	0	365	1	157	1	1
7	10	0	365	1	157	1	1
8	10	0	0.0833333333333333	1	157	1	1
9	10	0	365	0	157	1	1
8	10	0	90	1	157	1	1
5	10	0	60	1	158	1	1
4	10	0	365	0	158	1	1
6	10	0	60	0	158	1	1
7	10	0	21	0	158	1	1
5	10	0	14	0	158	1	1
9	10	0	21	0	158	1	1
9	10	0	30	0	158	1	1
9	10	0	14	1	158	1	1
8	10	0	21	0	158	1	1
9	10	0	60	1	158	1	1
8	10	0	30	0	158	1	1
8	10	0	14	0	158	1	1
9	10	0	90	0	158	1	1
9	10	0	7	0	158	1	1
9	10	0	6	0	158	1	1
9	10	0	5	0	158	1	1
9	10	0	4	0	158	1	1
9	10	0	21	0	158	1	1
7	10	0	2	0	158	1	1
9	10	0	3	0	158	1	1
6	10	0	1	1	158	1	1
9	10	0	14	0	158	1	1
5	10	0	1	1	158	1	1
4	10	0	1	1	158	1	1
5	10	0	3	0	158	1	1
3	10	0	1	0	158	1	1
9	10	0	7	0	158	1	1
9	10	0	6	0	158	1	1
2	10	0	1	1	158	1	1
4	10	0	2	0	158	1	1
7	10	0	1	1	158	1	1
1	10	0	1	1	158	1	1
6	10	0	1	1	158	1	1
3	10	0	2	1	158	1	1
5	10	0	2	1	158	1	1
6	10	0	3	0	158	1	1
9	20	0	60	1	159	1	1
9	20	0	180	1	159	1	1
10	20	0	365	0	159	1	1
13	20	0	90	1	159	1	1
1	20	0	60	1	159	1	1
2	20	0	60	1	159	1	1
11	20	0	365	1	159	1	1
1	20	0	90	1	159	1	1
1	20	0	180	1	159	1	1
12	20	0	365	0	159	1	1
2	20	0	90	1	159	1	1
13	20	0	365	1	159	1	1
2	20	0	180	1	159	1	1
1	20	0	365	1	159	1	1
15	20	0	365	0	159	1	1
16	20	0	365	0	159	1	1
14	20	0	365	1	159	1	1
17	20	0	365	0	159	1	1
3	20	0	180	1	159	1	1
11	20	0	365	1	159	1	1
18	20	0	365	0	159	1	1
6	20	0	365	1	159	1	1
4	20	0	365	1	159	1	1
3	20	0	365	1	159	1	1
13	20	0	365	1	159	1	1
12	20	0	365	1	159	1	1
15	20	0	365	0	159	1	1
16	20	0	365	0	159	1	1
10	20	0	365	1	159	1	1
14	20	0	365	1	159	1	1
17	20	0	365	0	159	1	1
11	20	0	365	1	159	1	1
18	20	0	365	0	159	1	1
9	20	0	365	1	159	1	1
15	20	0	180	1	159	1	1
16	20	0	180	0	159	1	1
9	20	0	60	0	160	1	1
10	20	0	21	0	160	1	1
11	20	0	7	1	160	1	1
7	20	0	30	1	160	1	1
10	20	0	60	0	160	1	1
13	20	0	60	0	160	1	1
12	20	0	5	1	160	1	1
8	20	0	60	1	160	1	1
1	20	0	5	1	160	1	1
18	20	0	90	0	160	1	1
19	20	0	90	0	160	1	1
1	20	0	4	1	160	1	1
1	20	0	6	1	160	1	1
10	20	0	30	1	160	1	1
16	20	0	180	0	160	1	1
3	20	0	14	1	160	1	1
9	20	0	30	1	160	1	1
5	20	0	21	1	160	1	1
10	20	0	60	0	160	1	1
11	20	0	21	1	160	1	1
11	20	0	30	1	160	1	1
8	20	0	30	1	160	1	1
11	20	0	60	0	160	1	1
7	20	0	60	1	160	1	1
9	20	0	60	1	160	1	1
9	20	0	90	0	160	1	1
8	20	0	60	0	160	1	1
10	20	0	30	1	160	1	1
9	20	0	30	1	160	1	1
13	20	0	30	0	160	1	1
12	20	0	30	1	160	1	1
10	20	0	60	1	160	1	1
12	20	0	60	1	160	1	1
13	20	0	60	1	160	1	1
12	20	0	90	1	160	1	1
13	20	0	90	1	160	1	1
9	20	0	60	1	161	1	1
9	20	0	180	1	161	1	1
10	20	0	365	1	161	1	1
13	20	0	365	0	161	1	1
1	20	0	90	1	161	1	1
2	20	0	90	1	161	1	1
1	20	0	180	1	161	1	1
2	20	0	180	1	161	1	1
14	20	0	365	0	161	1	1
11	20	0	180	1	161	1	1
15	20	0	365	0	161	1	1
11	20	0	365	1	161	1	1
12	20	0	180	1	161	1	1
12	20	0	365	1	161	1	1
16	20	0	365	0	161	1	1
13	20	0	365	1	161	1	1
17	20	0	365	0	161	1	1
10	20	0	365	1	161	1	1
17	20	0	6	1	161	1	1
9	20	0	365	1	161	1	1
14	20	0	365	1	161	1	1
16	20	0	0.0416666666666667	1	161	1	1
16	20	0	0.0833333333333333	1	161	1	1
11	20	0	365	1	161	1	1
15	20	0	365	1	161	1	1
18	20	0	365	0	161	1	1
16	20	0	365	1	161	1	1
19	20	0	365	0	161	1	1
17	20	0	365	0	161	1	1
13	20	0	365	1	161	1	1
12	20	0	365	1	161	1	1
18	20	0	180	1	161	1	1
14	20	0	365	1	161	1	1
19	20	0	180	0	161	1	1
17	20	0	180	1	161	1	1
16	20	0	180	1	161	1	1
9	20	0	60	1	162	1	1
9	20	0	180	0	162	1	1
11	20	0	60	1	162	1	1
7	20	0	180	0	162	1	1
2	20	0	21	1	162	1	1
3	20	0	21	1	162	1	1
5	20	0	21	1	162	1	1
7	20	0	365	0	162	1	1
13	20	0	21	1	162	1	1
8	20	0	365	0	162	1	1
14	20	0	14	1	162	1	1
12	20	0	30	1	162	1	1
10	20	0	90	1	162	1	1
16	20	0	5	1	162	1	1
9	20	0	180	0	162	1	1
11	20	0	90	1	162	1	1
10	20	0	180	1	162	1	1
14	20	0	365	0	162	1	1
13	20	0	365	0	162	1	1
13	20	0	180	1	162	1	1
16	20	0	365	0	162	1	1
15	20	0	365	0	162	1	1
16	20	0	180	1	162	1	1
1	20	0	60	1	162	1	1
19	20	0	365	0	162	1	1
18	20	0	365	0	162	1	1
2	20	0	90	1	162	1	1
1	20	0	90	1	162	1	1
2	20	0	60	1	162	1	1
9	20	0	180	1	162	1	1
4	20	0	180	1	162	1	1
2	20	0	180	1	162	1	1
8	20	0	180	1	162	1	1
10	20	0	180	1	162	1	1
9	20	0	365	0	162	1	1
11	20	0	180	1	162	1	1
5	10	0	60	0	163	1	1
5	10	0	14	0	163	1	1
5	10	0	6	1	163	1	1
2	10	0	60	0	163	1	1
8	10	0	30	0	163	1	1
6	10	0	30	0	163	1	1
5	10	0	2	1	163	1	1
4	10	0	60	0	163	1	1
4	10	0	90	0	163	1	1
5	10	0	3	1	163	1	1
5	10	0	7	1	163	1	1
6	10	0	21	0	163	1	1
4	10	0	14	0	163	1	1
4	10	0	4	1	163	1	1
6	10	0	6	1	163	1	1
6	10	0	14	0	163	1	1
6	10	0	7	1	163	1	1
5	10	0	14	0	163	1	1
5	10	0	6	0	163	1	1
4	10	0	5	1	163	1	1
3	10	0	7	1	163	1	1
5	10	0	21	0	163	1	1
5	10	0	7	1	163	1	1
6	10	0	5	1	163	1	1
4	10	0	14	0	163	1	1
7	10	0	5	0	163	1	1
6	10	0	6	0	163	1	1
4	10	0	7	0	163	1	1
4	10	0	6	1	163	1	1
6	10	0	7	0	163	1	1
5	10	0	6	1	163	1	1
5	10	0	5	1	163	1	1
3	10	0	14	0	163	1	1
6	10	0	4	1	163	1	1
5	10	0	7	1	163	1	1
7	10	0	6	1	163	1	1
5	10	0	60	0	164	1	1
5	10	0	14	0	164	1	1
5	10	0	6	0	164	1	1
4	10	0	5	1	164	1	1
9	10	0	30	0	164	1	1
7	10	0	21	0	164	1	1
5	10	0	21	0	164	1	1
5	10	0	1	1	164	1	1
5	10	0	30	0	164	1	1
6	10	0	14	0	164	1	1
5	10	0	3	1	164	1	1
5	10	0	5	0	164	1	1
4	10	0	2	1	164	1	1
5	10	0	4	0	164	1	1
3	10	0	3	1	164	1	1
6	10	0	3	1	164	1	1
5	10	0	14	0	164	1	1
6	10	0	4	0	164	1	1
4	10	0	5	1	164	1	1
5	10	0	6	0	164	1	1
4	10	0	4	1	164	1	1
4	10	0	6	0	164	1	1
5	10	0	3	1	164	1	1
5	10	0	5	0	164	1	1
4	10	0	7	0	164	1	1
5	10	0	4	0	164	1	1
4	10	0	3	1	164	1	1
6	10	0	3	1	164	1	1
6	10	0	2	1	164	1	1
6	10	0	4	0	164	1	1
4	10	0	5	0	164	1	1
3	10	0	6	0	164	1	1
4	10	0	4	0	164	1	1
3	10	0	5	1	164	1	1
5	10	0	3	1	164	1	1
4	10	0	6	0	164	1	1
9	20	0	60	0	165	1	1
10	20	0	21	0	165	1	1
11	20	0	7	0	165	1	1
9	20	0	5	1	165	1	1
17	20	0	30	0	165	1	1
16	20	0	21	0	165	1	1
12	20	0	2	1	165	1	1
8	20	0	21	0	165	1	1
14	20	0	1	1	165	1	1
10	20	0	7	1	165	1	1
9	20	0	21	0	165	1	1
10	20	0	4	1	165	1	1
9	20	0	14	0	165	1	1
11	20	0	6	1	165	1	1
10	20	0	14	0	165	1	1
11	20	0	7	1	165	1	1
12	20	0	7	1	165	1	1
11	20	0	14	1	165	1	1
16	20	0	30	0	165	1	1
15	20	0	30	0	165	1	1
14	20	0	30	0	165	1	1
5	20	0	5	1	165	1	1
9	20	0	21	0	165	1	1
10	20	0	7	1	165	1	1
9	20	0	14	0	165	1	1
8	20	0	14	1	165	1	1
10	20	0	14	0	165	1	1
11	20	0	7	1	165	1	1
12	20	0	7	1	165	1	1
13	20	0	7	1	165	1	1
11	20	0	14	0	165	1	1
7	20	0	14	0	165	1	1
6	20	0	14	0	165	1	1
12	20	0	14	0	165	1	1
9	20	0	7	1	165	1	1
10	20	0	7	1	165	1	1
9	20	0	60	0	166	1	1
10	20	0	21	0	166	1	1
11	20	0	7	1	166	1	1
7	20	0	30	0	166	1	1
17	20	0	30	0	166	1	1
12	20	0	3	1	166	1	1
7	20	0	60	0	166	1	1
13	20	0	3	1	166	1	1
6	20	0	90	0	166	1	1
12	20	0	4	1	166	1	1
9	20	0	14	0	166	1	1
13	20	0	2	1	166	1	1
12	20	0	7	1	166	1	1
10	20	0	21	0	166	1	1
10	20	0	14	0	166	1	1
8	20	0	14	0	166	1	1
10	20	0	6	1	166	1	1
11	20	0	7	1	166	1	1
13	20	0	6	1	166	1	1
11	20	0	14	0	166	1	1
12	20	0	6	1	166	1	1
13	20	0	7	1	166	1	1
9	20	0	21	0	166	1	1
9	20	0	14	1	166	1	1
8	20	0	21	0	166	1	1
12	20	0	7	1	166	1	1
10	20	0	14	1	166	1	1
8	20	0	14	1	166	1	1
7	20	0	21	0	166	1	1
14	20	0	7	1	166	1	1
12	20	0	14	1	166	1	1
11	20	0	14	1	166	1	1
10	20	0	21	1	166	1	1
13	20	0	14	1	166	1	1
13	20	0	21	1	166	1	1
12	20	0	21	0	166	1	1
9	20	0	60	0	167	1	1
10	20	0	21	0	167	1	1
11	20	0	7	1	167	1	1
7	20	0	30	0	167	1	1
17	20	0	30	0	167	1	1
12	20	0	3	1	167	1	1
7	20	0	60	0	167	1	1
13	20	0	3	1	167	1	1
6	20	0	90	0	167	1	1
12	20	0	4	1	167	1	1
9	20	0	14	0	167	1	1
13	20	0	2	1	167	1	1
12	20	0	7	0	167	1	1
12	20	0	6	1	167	1	1
9	20	0	21	0	167	1	1
8	20	0	14	0	167	1	1
11	20	0	4	1	167	1	1
11	20	0	7	1	167	1	1
13	20	0	6	0	167	1	1
11	20	0	6	0	167	1	1
9	20	0	7	1	167	1	1
13	20	0	7	0	167	1	1
10	20	0	7	1	167	1	1
13	20	0	5	1	167	1	1
12	20	0	7	1	167	1	1
9	20	0	14	0	167	1	1
12	20	0	6	1	167	1	1
8	20	0	14	0	167	1	1
7	20	0	14	0	167	1	1
11	20	0	7	1	167	1	1
10	20	0	14	0	167	1	1
11	20	0	6	1	167	1	1
13	20	0	6	0	167	1	1
12	20	0	5	1	167	1	1
13	20	0	7	1	167	1	1
14	20	0	6	1	167	1	1
9	20	0	60	0	168	1	1
10	20	0	21	0	168	1	1
11	20	0	7	0	168	1	1
9	20	0	5	1	168	1	1
17	20	0	30	0	168	1	1
16	20	0	21	0	168	1	1
12	20	0	2	1	168	1	1
8	20	0	21	0	168	1	1
14	20	0	1	1	168	1	1
10	20	0	7	0	168	1	1
11	20	0	2	1	168	1	1
10	20	0	6	0	168	1	1
10	20	0	5	1	168	1	1
7	20	0	21	0	168	1	1
9	20	0	6	1	168	1	1
11	20	0	7	1	168	1	1
13	20	0	14	0	168	1	1
10	20	0	14	0	168	1	1
10	20	0	4	1	168	1	1
11	20	0	6	0	168	1	1
9	20	0	7	1	168	1	1
12	20	0	6	0	168	1	1
11	20	0	5	1	168	1	1
10	20	0	7	0	168	1	1
10	20	0	6	0	168	1	1
10	20	0	5	1	168	1	1
9	20	0	6	0	168	1	1
9	20	0	5	1	168	1	1
11	20	0	7	1	168	1	1
12	20	0	7	0	168	1	1
8	20	0	6	1	168	1	1
11	20	0	6	1	168	1	1
13	20	0	6	0	168	1	1
12	20	0	6	0	168	1	1
9	20	0	7	1	168	1	1
10	20	0	7	0	168	1	1
5	10	0	60	1	169	1	1
4	10	0	365	0	169	1	1
6	10	0	60	0	169	1	1
7	10	0	21	0	169	1	1
5	10	0	14	0	169	1	1
9	10	0	21	0	169	1	1
9	10	0	30	0	169	1	1
9	10	0	14	1	169	1	1
8	10	0	21	0	169	1	1
9	10	0	60	0	169	1	1
8	10	0	14	0	169	1	1
9	10	0	7	0	169	1	1
9	10	0	6	1	169	1	1
9	10	0	90	0	169	1	1
8	10	0	7	0	169	1	1
9	10	0	5	1	169	1	1
9	10	0	180	0	169	1	1
9	10	0	21	0	169	1	1
9	10	0	30	0	169	1	1
1	10	0	2	1	169	1	1
1	10	0	1	1	169	1	1
1	10	0	3	1	169	1	1
6	10	0	7	1	169	1	1
5	10	0	14	0	169	1	1
1	10	0	4	1	169	1	1
1	10	0	5	1	169	1	1
1	10	0	6	1	169	1	1
1	10	0	7	1	169	1	1
4	10	0	14	0	169	1	1
3	10	0	7	1	169	1	1
3	10	0	14	1	169	1	1
2	10	0	14	0	169	1	1
2	10	0	7	1	169	1	1
4	10	0	7	1	169	1	1
3	10	0	21	0	169	1	1
5	10	0	14	0	169	1	1
5	10	0	60	0	170	1	1
5	10	0	14	0	170	1	1
5	10	0	6	0	170	1	1
4	10	0	5	0	170	1	1
9	10	0	7	0	170	1	1
5	10	0	1	0	170	1	1
6	10	0	2	0	170	1	1
3	10	0	1	1	170	1	1
5	10	0	4	0	170	1	1
5	10	0	3	0	170	1	1
4	10	0	1	1	170	1	1
5	10	0	5	0	170	1	1
6	10	0	1	0	170	1	1
4	10	0	2	1	170	1	1
5	10	0	6	0	170	1	1
4	10	0	14	0	170	1	1
3	10	0	2	1	170	1	1
5	10	0	1	1	170	1	1
5	10	0	2	1	170	1	1
5	10	0	7	0	170	1	1
3	10	0	1	1	170	1	1
4	10	0	3	0	170	1	1
7	10	0	1	0	170	1	1
3	10	0	3	1	170	1	1
6	10	0	1	1	170	1	1
6	10	0	2	1	170	1	1
4	10	0	2	1	170	1	1
5	10	0	3	0	170	1	1
6	10	0	3	0	170	1	1
4	10	0	4	0	170	1	1
5	10	0	2	1	170	1	1
7	10	0	2	0	170	1	1
3	10	0	4	0	170	1	1
4	10	0	3	0	170	1	1
5	10	0	1	1	170	1	1
3	10	0	3	1	170	1	1
9	20	0	60	0	171	1	1
10	20	0	21	0	171	1	1
11	20	0	7	0	171	1	1
9	20	0	5	1	171	1	1
17	20	0	30	0	171	1	1
16	20	0	21	0	171	1	1
12	20	0	2	1	171	1	1
8	20	0	21	0	171	1	1
14	20	0	1	0	171	1	1
19	20	0	21	0	171	1	1
19	20	0	30	0	171	1	1
11	20	0	2	1	171	1	1
18	20	0	30	0	171	1	1
11	20	0	3	1	171	1	1
5	20	0	2	1	171	1	1
10	20	0	7	1	171	1	1
4	20	0	3	1	171	1	1
9	20	0	14	0	171	1	1
10	20	0	5	1	171	1	1
11	20	0	7	1	171	1	1
10	20	0	14	0	171	1	1
9	20	0	7	1	171	1	1
12	20	0	7	0	171	1	1
10	20	0	6	1	171	1	1
13	20	0	7	1	171	1	1
11	20	0	14	0	171	1	1
8	20	0	14	1	171	1	1
12	20	0	14	0	171	1	1
10	20	0	7	1	171	1	1
9	20	0	14	1	171	1	1
9	20	0	21	0	171	1	1
11	20	0	7	1	171	1	1
10	20	0	14	1	171	1	1
10	20	0	21	0	171	1	1
8	20	0	21	0	171	1	1
7	20	0	14	0	171	1	1
10	20	0	60	1	172	1	1
10	20	0	180	0	172	1	1
11	20	0	60	1	172	1	1
8	20	0	180	0	172	1	1
7	20	0	21	0	172	1	1
12	20	0	30	1	172	1	1
1	20	0	21	1	172	1	1
1	20	0	30	1	172	1	1
2	20	0	21	1	172	1	1
1	20	0	14	1	172	1	1
2	20	0	30	1	172	1	1
13	20	0	365	0	172	1	1
14	20	0	365	0	172	1	1
5	20	0	30	1	172	1	1
14	20	0	180	0	172	1	1
9	20	0	60	0	172	1	1
19	20	0	180	0	172	1	1
2	20	0	14	1	172	1	1
10	20	0	60	0	172	1	1
16	20	0	90	0	172	1	1
8	20	0	30	1	172	1	1
8	20	0	60	0	172	1	1
3	20	0	14	1	172	1	1
11	20	0	60	0	172	1	1
10	20	0	30	1	172	1	1
9	20	0	30	1	172	1	1
7	20	0	60	1	172	1	1
9	20	0	60	1	172	1	1
12	20	0	60	1	172	1	1
12	20	0	90	0	172	1	1
10	20	0	60	1	172	1	1
11	20	0	90	0	172	1	1
6	20	0	60	1	172	1	1
8	20	0	60	0	172	1	1
13	20	0	60	0	172	1	1
11	20	0	60	0	172	1	1
9	20	0	60	0	173	1	1
10	20	0	21	0	173	1	1
11	20	0	7	1	173	1	1
7	20	0	30	0	173	1	1
17	20	0	30	0	173	1	1
12	20	0	3	1	173	1	1
7	20	0	60	0	173	1	1
13	20	0	3	1	173	1	1
6	20	0	90	0	173	1	1
12	20	0	4	0	173	1	1
19	20	0	30	0	173	1	1
19	20	0	60	0	173	1	1
6	20	0	3	1	173	1	1
12	20	0	7	1	173	1	1
4	20	0	3	1	173	1	1
11	20	0	7	1	173	1	1
10	20	0	7	1	173	1	1
10	20	0	14	0	173	1	1
11	20	0	6	1	173	1	1
11	20	0	14	1	173	1	1
13	20	0	30	0	173	1	1
9	20	0	14	1	173	1	1
10	20	0	21	0	173	1	1
8	20	0	14	1	173	1	1
9	20	0	21	1	173	1	1
11	20	0	21	0	173	1	1
7	20	0	21	1	173	1	1
8	20	0	21	1	173	1	1
12	20	0	14	1	173	1	1
12	20	0	21	0	173	1	1
10	20	0	14	1	173	1	1
9	20	0	30	0	173	1	1
11	20	0	14	1	173	1	1
9	20	0	14	1	173	1	1
10	20	0	21	0	173	1	1
8	20	0	30	1	173	1	1
10	20	0	60	0	174	1	1
10	20	0	21	0	174	1	1
11	20	0	7	0	174	1	1
9	20	0	5	1	174	1	1
18	20	0	30	0	174	1	1
17	20	0	21	0	174	1	1
12	20	0	2	1	174	1	1
8	20	0	21	0	174	1	1
7	20	0	30	1	174	1	1
19	20	0	60	0	174	1	1
19	20	0	30	0	174	1	1
19	20	0	21	0	174	1	1
7	20	0	2	1	174	1	1
11	20	0	6	1	174	1	1
18	20	0	60	0	174	1	1
5	20	0	4	1	174	1	1
9	20	0	14	1	174	1	1
10	20	0	14	1	174	1	1
17	20	0	60	0	174	1	1
11	20	0	14	0	174	1	1
8	20	0	14	0	174	1	1
7	20	0	7	1	174	1	1
12	20	0	14	0	174	1	1
9	20	0	7	1	174	1	1
11	20	0	7	0	174	1	1
10	20	0	7	0	174	1	1
8	20	0	7	1	174	1	1
13	20	0	14	1	174	1	1
6	20	0	7	1	174	1	1
10	20	0	14	0	174	1	1
9	20	0	14	0	174	1	1
11	20	0	14	0	174	1	1
9	20	0	6	1	174	1	1
12	20	0	7	0	174	1	1
11	20	0	6	1	174	1	1
13	20	0	7	1	174	1	1
5	10	0	60	1	175	1	1
4	10	0	365	0	175	1	1
6	10	0	60	0	175	1	1
7	10	0	21	1	175	1	1
1	10	0	14	1	175	1	1
2	10	0	21	1	175	1	1
5	10	0	14	1	175	1	1
5	10	0	365	0	175	1	1
5	10	0	21	1	175	1	1
6	10	0	180	0	175	1	1
6	10	0	7	1	175	1	1
5	10	0	90	0	175	1	1
6	10	0	6	1	175	1	1
5	10	0	60	1	175	1	1
5	10	0	180	0	175	1	1
6	10	0	60	1	175	1	1
7	10	0	90	0	175	1	1
4	10	0	90	1	175	1	1
3	10	0	180	0	175	1	1
4	10	0	60	1	175	1	1
3	10	0	90	1	175	1	1
6	10	0	30	1	175	1	1
2	10	0	180	1	175	1	1
5	10	0	90	1	175	1	1
6	10	0	90	1	175	1	1
4	10	0	180	0	175	1	1
7	10	0	60	1	175	1	1
5	10	0	180	0	175	1	1
6	10	0	60	1	175	1	1
7	10	0	90	0	175	1	1
3	10	0	180	1	175	1	1
8	10	0	60	1	175	1	1
6	10	0	180	0	175	1	1
8	10	0	90	0	175	1	1
3	10	0	365	0	175	1	1
5	10	0	90	1	175	1	1
5	10	0	60	0	176	1	1
5	10	0	14	0	176	1	1
5	10	0	6	1	176	1	1
2	10	0	60	0	176	1	1
8	10	0	30	0	176	1	1
6	10	0	30	0	176	1	1
5	10	0	2	1	176	1	1
4	10	0	60	0	176	1	1
4	10	0	90	0	176	1	1
5	10	0	3	1	176	1	1
5	10	0	7	0	176	1	1
5	10	0	30	0	176	1	1
4	10	0	3	1	176	1	1
6	10	0	5	0	176	1	1
5	10	0	5	0	176	1	1
4	10	0	2	1	176	1	1
5	10	0	4	0	176	1	1
5	10	0	1	1	176	1	1
4	10	0	5	0	176	1	1
5	10	0	2	1	176	1	1
6	10	0	3	1	176	1	1
6	10	0	7	0	176	1	1
5	10	0	3	1	176	1	1
6	10	0	4	0	176	1	1
4	10	0	6	0	176	1	1
4	10	0	4	0	176	1	1
4	10	0	3	1	176	1	1
5	10	0	5	0	176	1	1
5	10	0	4	0	176	1	1
3	10	0	5	0	176	1	1
3	10	0	4	0	176	1	1
5	10	0	2	0	176	1	1
4	10	0	2	1	176	1	1
3	10	0	3	0	176	1	1
3	10	0	2	1	176	1	1
2	10	0	3	0	176	1	1
9	20	0	60	1	177	1	1
9	20	0	180	0	177	1	1
11	20	0	60	0	177	1	1
14	20	0	21	0	177	1	1
12	20	0	14	1	177	1	1
6	20	0	14	1	177	1	1
3	20	0	14	1	177	1	1
8	20	0	180	0	177	1	1
11	20	0	21	1	177	1	1
10	20	0	180	0	177	1	1
13	20	0	14	1	177	1	1
14	20	0	7	1	177	1	1
10	20	0	30	1	177	1	1
9	20	0	60	0	177	1	1
10	20	0	90	0	177	1	1
11	20	0	30	1	177	1	1
10	20	0	60	1	177	1	1
11	20	0	90	1	177	1	1
17	20	0	180	0	177	1	1
18	20	0	180	0	177	1	1
16	20	0	180	0	177	1	1
2	20	0	21	1	177	1	1
9	20	0	90	1	177	1	1
1	20	0	21	1	177	1	1
5	20	0	30	1	177	1	1
4	20	0	30	1	177	1	1
5	20	0	21	1	177	1	1
4	20	0	60	1	177	1	1
8	20	0	90	1	177	1	1
10	20	0	90	1	177	1	1
11	20	0	90	0	177	1	1
12	20	0	60	1	177	1	1
12	20	0	90	0	177	1	1
7	20	0	90	1	177	1	1
13	20	0	90	0	177	1	1
9	20	0	90	1	177	1	1
9	20	0	60	0	178	1	1
10	20	0	21	1	178	1	1
8	20	0	60	1	178	1	1
7	20	0	90	1	178	1	1
1	20	0	30	1	178	1	1
7	20	0	180	0	178	1	1
1	20	0	14	1	178	1	1
8	20	0	180	0	178	1	1
9	20	0	180	0	178	1	1
12	20	0	14	1	178	1	1
10	20	0	90	0	178	1	1
14	20	0	7	1	178	1	1
15	20	0	6	1	178	1	1
15	20	0	5	1	178	1	1
11	20	0	60	0	178	1	1
9	20	0	60	1	178	1	1
10	20	0	60	1	178	1	1
11	20	0	90	0	178	1	1
9	20	0	90	0	178	1	1
8	20	0	60	1	178	1	1
7	20	0	90	1	178	1	1
8	20	0	90	1	178	1	1
11	20	0	30	1	178	1	1
12	20	0	30	1	178	1	1
13	20	0	30	1	178	1	1
14	20	0	30	1	178	1	1
11	20	0	60	1	178	1	1
10	20	0	90	0	178	1	1
10	20	0	60	1	178	1	1
12	20	0	60	1	178	1	1
9	20	0	90	0	178	1	1
11	20	0	90	0	178	1	1
13	20	0	60	1	178	1	1
7	20	0	180	0	178	1	1
8	20	0	90	0	178	1	1
12	20	0	90	0	178	1	1
9	20	0	60	1	179	1	1
9	20	0	180	0	179	1	1
11	20	0	60	0	179	1	1
14	20	0	21	0	179	1	1
12	20	0	14	1	179	1	1
6	20	0	14	1	179	1	1
3	20	0	14	1	179	1	1
8	20	0	180	0	179	1	1
11	20	0	21	1	179	1	1
10	20	0	180	0	179	1	1
13	20	0	14	1	179	1	1
14	20	0	7	1	179	1	1
10	20	0	30	0	179	1	1
3	20	0	7	1	179	1	1
14	20	0	180	0	179	1	1
10	20	0	60	0	179	1	1
11	20	0	14	1	179	1	1
11	20	0	30	1	179	1	1
12	20	0	14	0	179	1	1
1	20	0	6	1	179	1	1
1	20	0	7	1	179	1	1
1	20	0	5	1	179	1	1
2	20	0	6	1	179	1	1
2	20	0	7	1	179	1	1
10	20	0	30	0	179	1	1
7	20	0	21	1	179	1	1
6	20	0	30	1	179	1	1
12	20	0	30	1	179	1	1
9	20	0	60	0	179	1	1
11	20	0	30	0	179	1	1
9	20	0	30	1	179	1	1
